Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2011-2012,Université du Québec à Chicoutimi,470,French, Quebec,06. Ancillary,989
2011-2012,Université du Québec à Chicoutimi,470,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université du Québec à Chicoutimi,470,French, Quebec,03. Sponsored Research - Entities Consolidated,25687
2011-2012,Université du Québec à Chicoutimi,470,French, Quebec,02. Special Purpose and Trust,2664
2011-2012,Université du Québec à Chicoutimi,470,French, Quebec,01. General operating,80207
2011-2012,Université du Québec en Outaouais,471,French, Quebec,Total funds,79687
2011-2012,Université du Québec en Outaouais,471,French, Quebec,08. Endowment,0
2011-2012,Université du Québec en Outaouais,471,French, Quebec,07. Capital,3544
2011-2012,Université du Québec en Outaouais,471,French, Quebec,06. Ancillary,2558
2011-2012,Université du Québec en Outaouais,471,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université du Québec en Outaouais,471,French, Quebec,03. Sponsored Research - Entities Consolidated,8189
2011-2012,Université du Québec en Outaouais,471,French, Quebec,02. Special Purpose and Trust,397
2011-2012,Université du Québec en Outaouais,471,French, Quebec,01. General operating,64999
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,Total funds,56454
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,08. Endowment,0
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,07. Capital,2242
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,06. Ancillary,0
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,03. Sponsored Research - Entities Consolidated,17235
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,02. Special Purpose and Trust,0
2011-2012,Université du Québec en Abitibi-Tém,465,French, Quebec,01. General operating,36977
2011-2012,Université du Québec (siège social),479,French, Quebec,Total funds,82786
2011-2012,Université du Québec (siège social),479,French, Quebec,08. Endowment,0
2011-2012,Université du Québec (siège social),479,French, Quebec,07. Capital,42191
2011-2012,Université du Québec (siège social),479,French, Quebec,06. Ancillary,12713
2011-2012,Université du Québec (siège social),479,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université du Québec (siège social),479,French, Quebec,03. Sponsored Research - Entities Consolidated,227
2011-2012,Université du Québec (siège social),479,French, Quebec,02. Special Purpose and Trust,0
2011-2012,Université du Québec (siège social),479,French, Quebec,01. General operating,27655
2011-2012,Université de Sudbury / University,577,English, Ontario,Total funds,6147
2011-2012,Université de Sudbury / University,577,English, Ontario,08. Endowment,18
2011-2012,Université de Sudbury / University,577,English, Ontario,07. Capital,42
2011-2012,Université de Sudbury / University,577,English, Ontario,06. Ancillary,1120
2011-2012,Université de Sudbury / University,577,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université de Sudbury / University,577,English, Ontario,03. Sponsored Research - Entities Consolidated,9
2011-2012,Université de Sudbury / University,577,English, Ontario,02. Special Purpose and Trust,778
2011-2012,Université de Sudbury / University,577,English, Ontario,01. General operating,4180
2011-2012,Université de Sherbrooke,486,French, Quebec,Total funds,617311
2011-2012,Université de Sherbrooke,486,French, Quebec,08. Endowment,-41
2011-2012,Université de Sherbrooke,486,French, Quebec,07. Capital,63449
2011-2012,Université de Sherbrooke,486,French, Quebec,06. Ancillary,7261
2011-2012,Université de Sherbrooke,486,French, Quebec,04. Sponsored Research - Entities Not Consolidated,15572
2011-2012,Université de Sherbrooke,486,French, Quebec,03. Sponsored Research - Entities Consolidated,169650
2011-2012,Université de Sherbrooke,486,French, Quebec,02. Special Purpose and Trust,31293
2011-2012,Université de Sherbrooke,486,French, Quebec,01. General operating,330127
2011-2012,Université de Saint-Boniface,652,French, Manitoba,Total funds,29031
2011-2012,Université de Saint-Boniface,652,French, Manitoba,08. Endowment,794
2011-2012,Université de Saint-Boniface,652,French, Manitoba,07. Capital,1536
2011-2012,Université de Saint-Boniface,652,French, Manitoba,06. Ancillary,0
2011-2012,Université de Saint-Boniface,652,French, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université de Saint-Boniface,652,French, Manitoba,03. Sponsored Research - Entities Consolidated,544
2011-2012,Université de Saint-Boniface,652,French, Manitoba,02. Special Purpose and Trust,381
2011-2012,Université de Saint-Boniface,652,French, Manitoba,01. General operating,25776
2011-2012,Université de Montréal,460,French, Quebec,Total funds,1264882
2011-2012,Université de Montréal,460,French, Quebec,08. Endowment,14524
2011-2012,Université de Montréal,460,French, Quebec,07. Capital,104729
2011-2012,Université de Montréal,460,French, Quebec,06. Ancillary,23628
2011-2012,Université de Montréal,460,French, Quebec,04. Sponsored Research - Entities Not Consolidated,232012
2011-2012,Université de Montréal,460,French, Quebec,03. Sponsored Research - Entities Consolidated,210569
2011-2012,Université de Montréal,460,French, Quebec,02. Special Purpose and Trust,0
2011-2012,Université de Montréal,460,French, Quebec,01. General operating,679420
2011-2012,Université de Moncton,334,French, New Brunswick,Total funds,148149
2011-2012,Université de Moncton,334,French, New Brunswick,08. Endowment,2809
2011-2012,Université de Moncton,334,French, New Brunswick,07. Capital,6298
2011-2012,Université de Moncton,334,French, New Brunswick,06. Ancillary,7739
2011-2012,Université de Moncton,334,French, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université de Moncton,334,French, New Brunswick,03. Sponsored Research - Entities Consolidated,8019
2011-2012,Université de Moncton,334,French, New Brunswick,02. Special Purpose and Trust,19035
2011-2012,Université de Moncton,334,French, New Brunswick,01. General operating,104249
2011-2012,Université de Hearst,523,French, Ontario,Total funds,5706
2011-2012,Université de Hearst,523,French, Ontario,08. Endowment,100
2011-2012,Université de Hearst,523,French, Ontario,07. Capital,0
2011-2012,Université de Hearst,523,French, Ontario,06. Ancillary,60
2011-2012,Université de Hearst,523,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université de Hearst,523,French, Ontario,03. Sponsored Research - Entities Consolidated,0
2011-2012,Université de Hearst,523,French, Ontario,02. Special Purpose and Trust,94
2011-2012,Université de Hearst,523,French, Ontario,01. General operating,5452
2011-2012,Université TÉLUQ,492,French, Quebec,Total funds,46306
2011-2012,Université TÉLUQ,492,French, Quebec,08. Endowment,0
2011-2012,Université TÉLUQ,492,French, Quebec,07. Capital,736
2011-2012,Université TÉLUQ,492,French, Quebec,06. Ancillary,0
2011-2012,Université TÉLUQ,492,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université TÉLUQ,492,French, Quebec,03. Sponsored Research - Entities Consolidated,2457
2011-2012,Université TÉLUQ,492,French, Quebec,02. Special Purpose and Trust,0
2011-2012,Université TÉLUQ,492,French, Quebec,01. General operating,43113
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,Total funds,21393
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,08. Endowment,178
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,07. Capital,1461
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,06. Ancillary,2889
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,03. Sponsored Research - Entities Consolidated,201
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,02. Special Purpose and Trust,-6
2011-2012,Université Sainte-Anne,272,French, Nova Scotia,01. General operating,16670
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,Total funds,19058
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,08. Endowment,556
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,07. Capital,0
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,06. Ancillary,2560
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,03. Sponsored Research - Entities Consolidated,163
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,02. Special Purpose and Trust,720
2011-2012,Université Saint-Paul / Saint Paul,571,French, Ontario,01. General operating,15059
2011-2012,Université Laval,446,French, Quebec,Total funds,939917
2011-2012,Université Laval,446,French, Quebec,08. Endowment,2061
2011-2012,Université Laval,446,French, Quebec,07. Capital,92096
2011-2012,Université Laval,446,French, Quebec,06. Ancillary,17610
2011-2012,Université Laval,446,French, Quebec,04. Sponsored Research - Entities Not Consolidated,59962
2011-2012,Université Laval,446,French, Quebec,03. Sponsored Research - Entities Consolidated,242821
2011-2012,Université Laval,446,French, Quebec,02. Special Purpose and Trust,9743
2011-2012,Université Laval,446,French, Quebec,01. General operating,515624
2011-2012,University of the Fraser Valley,982,English, British Columbia,Total funds,110460
2011-2012,University of the Fraser Valley,982,English, British Columbia,08. Endowment,206
2011-2012,University of the Fraser Valley,982,English, British Columbia,07. Capital,1764
2011-2012,University of the Fraser Valley,982,English, British Columbia,06. Ancillary,7564
2011-2012,University of the Fraser Valley,982,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of the Fraser Valley,982,English, British Columbia,03. Sponsored Research - Entities Consolidated,1203
2011-2012,University of the Fraser Valley,982,English, British Columbia,02. Special Purpose and Trust,2211
2011-2012,University of the Fraser Valley,982,English, British Columbia,01. General operating,97512
2011-2012,University of Windsor,596,English, Ontario,Total funds,312728
2011-2012,University of Windsor,596,English, Ontario,08. Endowment,-687
2011-2012,University of Windsor,596,English, Ontario,07. Capital,8192
2011-2012,University of Windsor,596,English, Ontario,06. Ancillary,23603
2011-2012,University of Windsor,596,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Windsor,596,English, Ontario,03. Sponsored Research - Entities Consolidated,28074
2011-2012,University of Windsor,596,English, Ontario,02. Special Purpose and Trust,12238
2011-2012,University of Windsor,596,English, Ontario,01. General operating,241308
2011-2012,University of Waterloo,590,English, Ontario,Total funds,842382
2011-2012,University of Waterloo,590,English, Ontario,08. Endowment,10018
2011-2012,University of Waterloo,590,English, Ontario,07. Capital,17936
2011-2012,University of Waterloo,590,English, Ontario,06. Ancillary,71537
2011-2012,University of Waterloo,590,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Waterloo,590,English, Ontario,03. Sponsored Research - Entities Consolidated,136846
2011-2012,University of Waterloo,590,English, Ontario,02. Special Purpose and Trust,43636
2011-2012,University of Waterloo,590,English, Ontario,01. General operating,562409
2011-2012,University of Victoria,986,English, British Columbia,Total funds,503183
2011-2012,University of Victoria,986,English, British Columbia,08. Endowment,16908
2011-2012,University of Victoria,986,English, British Columbia,07. Capital,4462
2011-2012,University of Victoria,986,English, British Columbia,06. Ancillary,49765
2011-2012,University of Victoria,986,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Victoria,986,English, British Columbia,03. Sponsored Research - Entities Consolidated,103007
2011-2012,University of Victoria,986,English, British Columbia,02. Special Purpose and Trust,13143
2011-2012,University of Victoria,986,English, British Columbia,01. General operating,315898
2011-2012,University of Trinity College,585,English, Ontario,Total funds,14925
2011-2012,University of Trinity College,585,English, Ontario,08. Endowment,124
2011-2012,University of Trinity College,585,English, Ontario,07. Capital,137
2011-2012,University of Trinity College,585,English, Ontario,06. Ancillary,6597
2011-2012,University of Trinity College,585,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Trinity College,585,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2011-2012,University of Trinity College,585,English, Ontario,02. Special Purpose and Trust,2958
2011-2012,University of Trinity College,585,English, Ontario,01. General operating,5109
2011-2012,University of Toronto,581,English, Ontario,Total funds,3028479
2011-2012,University of Toronto,581,English, Ontario,08. Endowment,-24550
2011-2012,University of Toronto,581,English, Ontario,07. Capital,64895
2011-2012,University of Toronto,581,English, Ontario,06. Ancillary,167311
2011-2012,University of Toronto,581,English, Ontario,04. Sponsored Research - Entities Not Consolidated,638766
2011-2012,University of Toronto,581,English, Ontario,03. Sponsored Research - Entities Consolidated,399397
2011-2012,University of Toronto,581,English, Ontario,02. Special Purpose and Trust,113722
2011-2012,University of Toronto,581,English, Ontario,01. General operating,1668938
2011-2012,University of St. Michael's College,569,English, Ontario,Total funds,19758
2011-2012,University of St. Michael's College,569,English, Ontario,08. Endowment,1078
2011-2012,University of St. Michael's College,569,English, Ontario,07. Capital,145
2011-2012,University of St. Michael's College,569,English, Ontario,06. Ancillary,8598
2011-2012,University of St. Michael's College,569,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of St. Michael's College,569,English, Ontario,03. Sponsored Research - Entities Consolidated,111
2011-2012,University of St. Michael's College,569,English, Ontario,02. Special Purpose and Trust,1442
2011-2012,University of St. Michael's College,569,English, Ontario,01. General operating,8384
2011-2012,University of Regina,752,English, Saskatchewan,Total funds,228166
2011-2012,University of Regina,752,English, Saskatchewan,08. Endowment,453
2011-2012,University of Regina,752,English, Saskatchewan,07. Capital,5118
2011-2012,University of Regina,752,English, Saskatchewan,06. Ancillary,16737
2011-2012,University of Regina,752,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Regina,752,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,23185
2011-2012,University of Regina,752,English, Saskatchewan,02. Special Purpose and Trust,13977
2011-2012,University of Regina,752,English, Saskatchewan,01. General operating,168696
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,Total funds,137645
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,08. Endowment,4152
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,07. Capital,5525
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,06. Ancillary,8994
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,03. Sponsored Research - Entities Consolidated,15893
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,02. Special Purpose and Trust,2879
2011-2012,University of Prince Edward Island,184,English, Prince Edward Island,01. General operating,100202
2011-2012,University of Ottawa / Université d,555,English, Ontario,Total funds,1085702
2011-2012,University of Ottawa / Université d,555,English, Ontario,08. Endowment,3216
2011-2012,University of Ottawa / Université d,555,English, Ontario,07. Capital,31605
2011-2012,University of Ottawa / Université d,555,English, Ontario,06. Ancillary,34371
2011-2012,University of Ottawa / Université d,555,English, Ontario,04. Sponsored Research - Entities Not Consolidated,155037
2011-2012,University of Ottawa / Université d,555,English, Ontario,03. Sponsored Research - Entities Consolidated,147141
2011-2012,University of Ottawa / Université d,555,English, Ontario,02. Special Purpose and Trust,40806
2011-2012,University of Ottawa / Université d,555,English, Ontario,01. General operating,673526
2011-2012,University of Ontario Institute of,553,English, Ontario,Total funds,167207
2011-2012,University of Ontario Institute of,553,English, Ontario,08. Endowment,1398
2011-2012,University of Ontario Institute of,553,English, Ontario,07. Capital,18064
2011-2012,University of Ontario Institute of,553,English, Ontario,06. Ancillary,2469
2011-2012,University of Ontario Institute of,553,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Ontario Institute of,553,English, Ontario,03. Sponsored Research - Entities Consolidated,9665
2011-2012,University of Ontario Institute of,553,English, Ontario,02. Special Purpose and Trust,4184
2011-2012,University of Ontario Institute of,553,English, Ontario,01. General operating,131427
2011-2012,University of Northern British Colu,996,English, British Columbia,Total funds,98967
2011-2012,University of Northern British Colu,996,English, British Columbia,08. Endowment,-835
2011-2012,University of Northern British Colu,996,English, British Columbia,07. Capital,862
2011-2012,University of Northern British Colu,996,English, British Columbia,06. Ancillary,8691
2011-2012,University of Northern British Colu,996,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Northern British Colu,996,English, British Columbia,03. Sponsored Research - Entities Consolidated,11854
2011-2012,University of Northern British Colu,996,English, British Columbia,02. Special Purpose and Trust,4797
2011-2012,University of Northern British Colu,996,English, British Columbia,01. General operating,73598
2011-2012,University of New Brunswick,352,English, New Brunswick,Total funds,336829
2011-2012,University of New Brunswick,352,English, New Brunswick,08. Endowment,4879
2011-2012,University of New Brunswick,352,English, New Brunswick,07. Capital,21619
2011-2012,University of New Brunswick,352,English, New Brunswick,06. Ancillary,18132
2011-2012,University of New Brunswick,352,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of New Brunswick,352,English, New Brunswick,03. Sponsored Research - Entities Consolidated,52287
2011-2012,University of New Brunswick,352,English, New Brunswick,02. Special Purpose and Trust,29796
2011-2012,University of New Brunswick,352,English, New Brunswick,01. General operating,210116
2011-2012,University of Manitoba,630,English, Manitoba,Total funds,813538
2011-2012,University of Manitoba,630,English, Manitoba,08. Endowment,10178
2011-2012,University of Manitoba,630,English, Manitoba,07. Capital,52491
2011-2012,University of Manitoba,630,English, Manitoba,06. Ancillary,37025
2011-2012,University of Manitoba,630,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,19485
2011-2012,University of Manitoba,630,English, Manitoba,03. Sponsored Research - Entities Consolidated,139734
2011-2012,University of Manitoba,630,English, Manitoba,02. Special Purpose and Trust,52862
2011-2012,University of Manitoba,630,English, Manitoba,01. General operating,501763
2011-2012,University of Lethbridge,858,English, Alberta,Total funds,190979
2011-2012,University of Lethbridge,858,English, Alberta,08. Endowment,1400
2011-2012,University of Lethbridge,858,English, Alberta,07. Capital,13563
2011-2012,University of Lethbridge,858,English, Alberta,06. Ancillary,10071
2011-2012,University of Lethbridge,858,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Lethbridge,858,English, Alberta,03. Sponsored Research - Entities Consolidated,19135
2011-2012,University of Lethbridge,858,English, Alberta,02. Special Purpose and Trust,1604
2011-2012,University of Lethbridge,858,English, Alberta,01. General operating,145206
2011-2012,University of King's College,242,English, Nova Scotia,Total funds,18396
2011-2012,University of King's College,242,English, Nova Scotia,08. Endowment,-969
2011-2012,University of King's College,242,English, Nova Scotia,07. Capital,-794
2011-2012,University of King's College,242,English, Nova Scotia,06. Ancillary,2552
2011-2012,University of King's College,242,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of King's College,242,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,130
2011-2012,University of King's College,242,English, Nova Scotia,02. Special Purpose and Trust,390
2011-2012,University of King's College,242,English, Nova Scotia,01. General operating,17087
2011-2012,University of Guelph,520,English, Ontario,Total funds,709934
2011-2012,University of Guelph,520,English, Ontario,08. Endowment,3717
2011-2012,University of Guelph,520,English, Ontario,07. Capital,5953
2011-2012,University of Guelph,520,English, Ontario,06. Ancillary,77948
2011-2012,University of Guelph,520,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,University of Guelph,520,English, Ontario,03. Sponsored Research - Entities Consolidated,161172
2011-2012,University of Guelph,520,English, Ontario,02. Special Purpose and Trust,64237
2011-2012,University of Guelph,520,English, Ontario,01. General operating,396907
2011-2012,University of Calgary,830,English, Alberta,Total funds,1296820
2011-2012,University of Calgary,830,English, Alberta,08. Endowment,25949
2011-2012,University of Calgary,830,English, Alberta,07. Capital,61068
2011-2012,University of Calgary,830,English, Alberta,06. Ancillary,52531
2011-2012,University of Calgary,830,English, Alberta,04. Sponsored Research - Entities Not Consolidated,6145
2011-2012,University of Calgary,830,English, Alberta,03. Sponsored Research - Entities Consolidated,276626
2011-2012,University of Calgary,830,English, Alberta,02. Special Purpose and Trust,97402
2011-2012,University of Calgary,830,English, Alberta,01. General operating,777099
2011-2012,University of Alberta,804,English, Alberta,Total funds,1746486
2011-2012,University of Alberta,804,English, Alberta,08. Endowment,26879
2011-2012,University of Alberta,804,English, Alberta,07. Capital,57965
2011-2012,University of Alberta,804,English, Alberta,06. Ancillary,94908
2011-2012,University of Alberta,804,English, Alberta,04. Sponsored Research - Entities Not Consolidated,14018
2011-2012,University of Alberta,804,English, Alberta,03. Sponsored Research - Entities Consolidated,438418
2011-2012,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,164594
2011-2012,University of Alberta,804,English, Alberta,01. General operating,949704
2011-2012,Trinity Western University,974,English, British Columbia,Total funds,66006
2011-2012,Trinity Western University,974,English, British Columbia,08. Endowment,387
2011-2012,Trinity Western University,974,English, British Columbia,07. Capital,4070
2011-2012,Trinity Western University,974,English, British Columbia,06. Ancillary,7471
2011-2012,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,760
2011-2012,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,3903
2011-2012,Trinity Western University,974,English, British Columbia,01. General operating,49415
2011-2012,Trent University,583,English, Ontario,Total funds,143441
2011-2012,Trent University,583,English, Ontario,08. Endowment,260
2011-2012,Trent University,583,English, Ontario,07. Capital,2413
2011-2012,Trent University,583,English, Ontario,06. Ancillary,14757
2011-2012,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,13842
2011-2012,Trent University,583,English, Ontario,02. Special Purpose and Trust,3264
2011-2012,Trent University,583,English, Ontario,01. General operating,108905
2011-2012,Thorneloe University,521,English, Ontario,Total funds,3390
2011-2012,Thorneloe University,521,English, Ontario,08. Endowment,53
2011-2012,Thorneloe University,521,English, Ontario,07. Capital,12
2011-2012,Thorneloe University,521,English, Ontario,06. Ancillary,266
2011-2012,Thorneloe University,521,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Thorneloe University,521,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2011-2012,Thorneloe University,521,English, Ontario,02. Special Purpose and Trust,299
2011-2012,Thorneloe University,521,English, Ontario,01. General operating,2760
2011-2012,Thompson Rivers University,960,English, British Columbia,Total funds,167509
2011-2012,Thompson Rivers University,960,English, British Columbia,08. Endowment,0
2011-2012,Thompson Rivers University,960,English, British Columbia,07. Capital,4672
2011-2012,Thompson Rivers University,960,English, British Columbia,06. Ancillary,17216
2011-2012,Thompson Rivers University,960,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Thompson Rivers University,960,English, British Columbia,03. Sponsored Research - Entities Consolidated,2918
2011-2012,Thompson Rivers University,960,English, British Columbia,02. Special Purpose and Trust,6405
2011-2012,Thompson Rivers University,960,English, British Columbia,01. General operating,136298
2011-2012,The University of Winnipeg,688,English, Manitoba,Total funds,125154
2011-2012,The University of Winnipeg,688,English, Manitoba,08. Endowment,544
2011-2012,The University of Winnipeg,688,English, Manitoba,07. Capital,7816
2011-2012,The University of Winnipeg,688,English, Manitoba,06. Ancillary,4356
2011-2012,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,7537
2011-2012,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,4520
2011-2012,The University of Winnipeg,688,English, Manitoba,01. General operating,100381
2011-2012,The University of British Columbia,918,English, British Columbia,Total funds,2198606
2011-2012,The University of British Columbia,918,English, British Columbia,08. Endowment,21475
2011-2012,The University of British Columbia,918,English, British Columbia,07. Capital,162564
2011-2012,The University of British Columbia,918,English, British Columbia,06. Ancillary,150563
2011-2012,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,82720
2011-2012,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,502434
2011-2012,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,266775
2011-2012,The University of British Columbia,918,English, British Columbia,01. General operating,1012075
2011-2012,The King's University,896,English, Alberta,Total funds,14691
2011-2012,The King's University,896,English, Alberta,08. Endowment,56
2011-2012,The King's University,896,English, Alberta,07. Capital,0
2011-2012,The King's University,896,English, Alberta,06. Ancillary,1936
2011-2012,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,231
2011-2012,The King's University,896,English, Alberta,02. Special Purpose and Trust,0
2011-2012,The King's University,896,English, Alberta,01. General operating,12468
2011-2012,St. Thomas University,358,English, New Brunswick,Total funds,39222
2011-2012,St. Thomas University,358,English, New Brunswick,08. Endowment,0
2011-2012,St. Thomas University,358,English, New Brunswick,07. Capital,1542
2011-2012,St. Thomas University,358,English, New Brunswick,06. Ancillary,7144
2011-2012,St. Thomas University,358,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,St. Thomas University,358,English, New Brunswick,03. Sponsored Research - Entities Consolidated,790
2011-2012,St. Thomas University,358,English, New Brunswick,02. Special Purpose and Trust,1156
2011-2012,St. Thomas University,358,English, New Brunswick,01. General operating,28590
2011-2012,St. Peter's Seminary,573,English, Ontario,Total funds,3079
2011-2012,St. Peter's Seminary,573,English, Ontario,08. Endowment,898
2011-2012,St. Peter's Seminary,573,English, Ontario,07. Capital,0
2011-2012,St. Peter's Seminary,573,English, Ontario,06. Ancillary,0
2011-2012,St. Peter's Seminary,573,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,St. Peter's Seminary,573,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2011-2012,St. Peter's Seminary,573,English, Ontario,02. Special Purpose and Trust,0
2011-2012,St. Peter's Seminary,573,English, Ontario,01. General operating,2181
2011-2012,St. Joseph's College,898,English, Alberta,Total funds,3841
2011-2012,St. Joseph's College,898,English, Alberta,08. Endowment,107
2011-2012,St. Joseph's College,898,English, Alberta,07. Capital,0
2011-2012,St. Joseph's College,898,English, Alberta,06. Ancillary,0
2011-2012,St. Joseph's College,898,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,St. Joseph's College,898,English, Alberta,03. Sponsored Research - Entities Consolidated,0
2011-2012,St. Joseph's College,898,English, Alberta,02. Special Purpose and Trust,310
2011-2012,St. Joseph's College,898,English, Alberta,01. General operating,3424
2011-2012,St. Jerome's University,567,English, Ontario,Total funds,14823
2011-2012,St. Jerome's University,567,English, Ontario,08. Endowment,90
2011-2012,St. Jerome's University,567,English, Ontario,07. Capital,0
2011-2012,St. Jerome's University,567,English, Ontario,06. Ancillary,3023
2011-2012,St. Jerome's University,567,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,St. Jerome's University,567,English, Ontario,03. Sponsored Research - Entities Consolidated,66
2011-2012,St. Jerome's University,567,English, Ontario,02. Special Purpose and Trust,59
2011-2012,St. Jerome's University,567,English, Ontario,01. General operating,11585
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,Total funds,112472
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,08. Endowment,2720
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,07. Capital,290
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,06. Ancillary,25477
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,8989
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,02. Special Purpose and Trust,5398
2011-2012,St. Francis Xavier University,278,English, Nova Scotia,01. General operating,69598
2011-2012,Simon Fraser University,968,English, British Columbia,Total funds,650366
2011-2012,Simon Fraser University,968,English, British Columbia,08. Endowment,26365
2011-2012,Simon Fraser University,968,English, British Columbia,07. Capital,16980
2011-2012,Simon Fraser University,968,English, British Columbia,06. Ancillary,41256
2011-2012,Simon Fraser University,968,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Simon Fraser University,968,English, British Columbia,03. Sponsored Research - Entities Consolidated,95614
