Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2022-2023,Trent University,583,English, Ontario,Total funds,257631
2022-2023,Trent University,583,English, Ontario,08. Endowment,7537
2022-2023,Trent University,583,English, Ontario,07. Capital,4062
2022-2023,Trent University,583,English, Ontario,06. Ancillary,30781
2022-2023,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,14119
2022-2023,Trent University,583,English, Ontario,02. Special Purpose and Trust,7894
2022-2023,Trent University,583,English, Ontario,01. General operating,193238
2022-2023,Toronto Metropolitan University,565,English, Ontario,Total funds,1015653
2022-2023,Toronto Metropolitan University,565,English, Ontario,08. Endowment,6362
2022-2023,Toronto Metropolitan University,565,English, Ontario,07. Capital,21201
2022-2023,Toronto Metropolitan University,565,English, Ontario,06. Ancillary,33842
2022-2023,Toronto Metropolitan University,565,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Toronto Metropolitan University,565,English, Ontario,03. Sponsored Research - Entities Consolidated,91237
2022-2023,Toronto Metropolitan University,565,English, Ontario,02. Special Purpose and Trust,106788
2022-2023,Toronto Metropolitan University,565,English, Ontario,01. General operating,756223
2022-2023,Thompson Rivers University,960,English, British Columbia,Total funds,281493
2022-2023,Thompson Rivers University,960,English, British Columbia,08. Endowment,622
2022-2023,Thompson Rivers University,960,English, British Columbia,07. Capital,22775
2022-2023,Thompson Rivers University,960,English, British Columbia,06. Ancillary,21918
2022-2023,Thompson Rivers University,960,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Thompson Rivers University,960,English, British Columbia,03. Sponsored Research - Entities Consolidated,7588
2022-2023,Thompson Rivers University,960,English, British Columbia,02. Special Purpose and Trust,6978
2022-2023,Thompson Rivers University,960,English, British Columbia,01. General operating,221612
2022-2023,The University of Winnipeg,688,English, Manitoba,Total funds,182583
2022-2023,The University of Winnipeg,688,English, Manitoba,08. Endowment,1962
2022-2023,The University of Winnipeg,688,English, Manitoba,07. Capital,5711
2022-2023,The University of Winnipeg,688,English, Manitoba,06. Ancillary,3319
2022-2023,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,15070
2022-2023,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,9001
2022-2023,The University of Winnipeg,688,English, Manitoba,01. General operating,147520
2022-2023,The University of British Columbia,918,English, British Columbia,Total funds,3538621
2022-2023,The University of British Columbia,918,English, British Columbia,08. Endowment,82227
2022-2023,The University of British Columbia,918,English, British Columbia,07. Capital,116783
2022-2023,The University of British Columbia,918,English, British Columbia,06. Ancillary,296455
2022-2023,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,117766
2022-2023,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,594835
2022-2023,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,305510
2022-2023,The University of British Columbia,918,English, British Columbia,01. General operating,2025045
2022-2023,The King's University,896,English, Alberta,Total funds,22557
2022-2023,The King's University,896,English, Alberta,08. Endowment,-35
2022-2023,The King's University,896,English, Alberta,07. Capital,0
2022-2023,The King's University,896,English, Alberta,06. Ancillary,1526
2022-2023,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,592
2022-2023,The King's University,896,English, Alberta,02. Special Purpose and Trust,3069
2022-2023,The King's University,896,English, Alberta,01. General operating,17405
2022-2023,St. Thomas University,358,English, New Brunswick,Total funds,41662
2022-2023,St. Thomas University,358,English, New Brunswick,08. Endowment,0
2022-2023,St. Thomas University,358,English, New Brunswick,07. Capital,357
2022-2023,St. Thomas University,358,English, New Brunswick,06. Ancillary,2740
2022-2023,St. Thomas University,358,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,St. Thomas University,358,English, New Brunswick,03. Sponsored Research - Entities Consolidated,1331
2022-2023,St. Thomas University,358,English, New Brunswick,02. Special Purpose and Trust,4146
2022-2023,St. Thomas University,358,English, New Brunswick,01. General operating,33088
2022-2023,St. Peter's Seminary,573,English, Ontario,Total funds,2803
2022-2023,St. Peter's Seminary,573,English, Ontario,08. Endowment,0
2022-2023,St. Peter's Seminary,573,English, Ontario,07. Capital,0
2022-2023,St. Peter's Seminary,573,English, Ontario,06. Ancillary,0
2022-2023,St. Peter's Seminary,573,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,St. Peter's Seminary,573,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2022-2023,St. Peter's Seminary,573,English, Ontario,02. Special Purpose and Trust,0
2022-2023,St. Peter's Seminary,573,English, Ontario,01. General operating,2803
2022-2023,St. Jerome's University,567,English, Ontario,Total funds,21896
2022-2023,St. Jerome's University,567,English, Ontario,08. Endowment,485
2022-2023,St. Jerome's University,567,English, Ontario,07. Capital,0
2022-2023,St. Jerome's University,567,English, Ontario,06. Ancillary,6270
2022-2023,St. Jerome's University,567,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,St. Jerome's University,567,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2022-2023,St. Jerome's University,567,English, Ontario,02. Special Purpose and Trust,47
2022-2023,St. Jerome's University,567,English, Ontario,01. General operating,15094
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,Total funds,210004
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,08. Endowment,-2722
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,07. Capital,46512
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,06. Ancillary,28292
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,10892
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,02. Special Purpose and Trust,11462
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,01. General operating,115568
2022-2023,Simon Fraser University,968,English, British Columbia,Total funds,828064
2022-2023,Simon Fraser University,968,English, British Columbia,08. Endowment,14861
2022-2023,Simon Fraser University,968,English, British Columbia,07. Capital,21412
2022-2023,Simon Fraser University,968,English, British Columbia,06. Ancillary,36525
2022-2023,Simon Fraser University,968,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Simon Fraser University,968,English, British Columbia,03. Sponsored Research - Entities Consolidated,150179
2022-2023,Simon Fraser University,968,English, British Columbia,02. Special Purpose and Trust,19284
2022-2023,Simon Fraser University,968,English, British Columbia,01. General operating,585803
2022-2023,Saint Mary's University,288,English, Nova Scotia,Total funds,192620
2022-2023,Saint Mary's University,288,English, Nova Scotia,08. Endowment,-5035
2022-2023,Saint Mary's University,288,English, Nova Scotia,07. Capital,8
2022-2023,Saint Mary's University,288,English, Nova Scotia,06. Ancillary,14769
2022-2023,Saint Mary's University,288,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Saint Mary's University,288,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,16294
2022-2023,Saint Mary's University,288,English, Nova Scotia,02. Special Purpose and Trust,42038
2022-2023,Saint Mary's University,288,English, Nova Scotia,01. General operating,124546
2022-2023,Royal Roads University,997,English, British Columbia,Total funds,101260
2022-2023,Royal Roads University,997,English, British Columbia,08. Endowment,132
2022-2023,Royal Roads University,997,English, British Columbia,07. Capital,21337
2022-2023,Royal Roads University,997,English, British Columbia,06. Ancillary,2313
2022-2023,Royal Roads University,997,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Royal Roads University,997,English, British Columbia,03. Sponsored Research - Entities Consolidated,3925
2022-2023,Royal Roads University,997,English, British Columbia,02. Special Purpose and Trust,2725
2022-2023,Royal Roads University,997,English, British Columbia,01. General operating,70828
2022-2023,Renison University College,561,English, Ontario,Total funds,23120
2022-2023,Renison University College,561,English, Ontario,08. Endowment,70
2022-2023,Renison University College,561,English, Ontario,07. Capital,0
2022-2023,Renison University College,561,English, Ontario,06. Ancillary,3385
2022-2023,Renison University College,561,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Renison University College,561,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2022-2023,Renison University College,561,English, Ontario,02. Special Purpose and Trust,0
2022-2023,Renison University College,561,English, Ontario,01. General operating,19665
2022-2023,Redeemer University College,560,English, Ontario,Total funds,34326
2022-2023,Redeemer University College,560,English, Ontario,08. Endowment,-19
2022-2023,Redeemer University College,560,English, Ontario,07. Capital,7601
2022-2023,Redeemer University College,560,English, Ontario,06. Ancillary,6283
2022-2023,Redeemer University College,560,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2022-2023,Redeemer University College,560,English, Ontario,03. Sponsored Research - Entities Consolidated,144
2022-2023,Redeemer University College,560,English, Ontario,02. Special Purpose and Trust,0
2022-2023,Redeemer University College,560,English, Ontario,01. General operating,20317
2022-2023,Queen's University,558,English, Ontario,Total funds,1195795
2022-2023,Queen's University,558,English, Ontario,08. Endowment,33907
2022-2023,Queen's University,558,English, Ontario,07. Capital,36426
2022-2023,Queen's University,558,English, Ontario,06. Ancillary,91028
2022-2023,Queen's University,558,English, Ontario,04. Sponsored Research - Entities Not Consolidated,7322
2022-2023,Queen's University,558,English, Ontario,03. Sponsored Research - Entities Consolidated,203082
2022-2023,Queen's University,558,English, Ontario,02. Special Purpose and Trust,98485
2022-2023,Queen's University,558,English, Ontario,01. General operating,725545
2022-2023,OCAD University,549,English, Ontario,Total funds,104995
2022-2023,OCAD University,549,English, Ontario,08. Endowment,355
2022-2023,OCAD University,549,English, Ontario,07. Capital,3378
