Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,03. Sponsored Research - Entities Consolidated,16031,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,02. Special Purpose and Trust,5851,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,01. General operating,79903,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,Total funds,106152,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,07. Capital,1624,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,06. Ancillary,12516,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,03. Sponsored Research - Entities Consolidated,17437,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,02. Special Purpose and Trust,970,,,,,,,,,,
2004-2005,Lakehead University,538,English, Ontario,01. General operating,73605,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,Total funds,25569,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,07. Capital,1048,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,06. Ancillary,2176,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,03. Sponsored Research - Entities Consolidated,15,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,King's University College,533,English, Ontario,01. General operating,22330,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,Total funds,151532,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,08. Endowment,0,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,07. Capital,46115,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,06. Ancillary,0,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,03. Sponsored Research - Entities Consolidated,51083,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Institut national de la recherche s,406,French, Quebec,01. General operating,54334,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,Total funds,12193,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,07. Capital,355,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,06. Ancillary,1545,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Huron University College,528,English, Ontario,01. General operating,10293,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,Total funds,2248,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,07. Capital,21,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,06. Ancillary,295,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,02. Special Purpose and Trust,33,,,,,,,,,,
2004-2005,Huntington University,526,English, Ontario,01. General operating,1899,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,Total funds,101963,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,08. Endowment,0,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,07. Capital,-1342,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,06. Ancillary,1184,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,03. Sponsored Research - Entities Consolidated,10608,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,HEC Montréal,424,French, Quebec,01. General operating,91513,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,Total funds,21665,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,06. Ancillary,331,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,1030,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,02. Special Purpose and Trust,34,,,,,,,,,,
2004-2005,First Nations University of Canada,763,English, Saskatchewan,01. General operating,20270,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,Total funds,21179,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,07. Capital,1916,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,06. Ancillary,0,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,03. Sponsored Research - Entities Consolidated,636,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,02. Special Purpose and Trust,708,,,,,,,,,,
2004-2005,Emily Carr University of Art + Desi,989,English, British Columbia,01. General operating,17919,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,Total funds,432830,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,07. Capital,27740,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,06. Ancillary,35694,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,15730,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,84669,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,02. Special Purpose and Trust,14278,,,,,,,,,,
2004-2005,Dalhousie University,232,English, Nova Scotia,01. General operating,254719,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,Total funds,4811,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,07. Capital,264,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,06. Ancillary,1078,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,02. Special Purpose and Trust,55,,,,,,,,,,
2004-2005,Conrad Grebel University College,512,English, Ontario,01. General operating,3414,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,Total funds,19909,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,08. Endowment,0,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,07. Capital,0,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,06. Ancillary,1669,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,02. Special Purpose and Trust,340,,,,,,,,,,
2004-2005,Concordia University of Edmonton,848,English, Alberta,01. General operating,17900,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,Total funds,479980,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,08. Endowment,0,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,07. Capital,124216,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,06. Ancillary,24247,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,03. Sponsored Research - Entities Consolidated,34637,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,02. Special Purpose and Trust,18645,,,,,,,,,,
2004-2005,Concordia University / Université C,418,English, Quebec,01. General operating,278235,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,Total funds,359499,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,07. Capital,44631,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,06. Ancillary,20464,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,03. Sponsored Research - Entities Consolidated,62935,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,02. Special Purpose and Trust,5210,,,,,,,,,,
2004-2005,Carleton University,516,English, Ontario,01. General operating,226259,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,Total funds,47619,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,07. Capital,8089,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,06. Ancillary,2859,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,3807,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Cape Breton University,224,English, Nova Scotia,01. General operating,32864,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,Total funds,5077,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,06. Ancillary,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Campion College,722,English, Saskatchewan,01. General operating,5077,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,Total funds,182386,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,07. Capital,3909,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,06. Ancillary,19477,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,03. Sponsored Research - Entities Consolidated,16084,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,02. Special Purpose and Trust,2152,,,,,,,,,,
2004-2005,Brock University,510,English, Ontario,01. General operating,140764,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,Total funds,9323,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,07. Capital,327,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,06. Ancillary,1197,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,03. Sponsored Research - Entities Consolidated,14,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,02. Special Purpose and Trust,9,,,,,,,,,,
2004-2005,Brescia University College,506,English, Ontario,01. General operating,7776,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,Total funds,45132,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,08. Endowment,0,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,07. Capital,1093,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,06. Ancillary,4313,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,03. Sponsored Research - Entities Consolidated,2207,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,02. Special Purpose and Trust,2665,,,,,,,,,,
2004-2005,Brandon University,614,English, Manitoba,01. General operating,34854,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,Total funds,42529,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,08. Endowment,0,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,07. Capital,3518,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,06. Ancillary,7036,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,03. Sponsored Research - Entities Consolidated,962,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,02. Special Purpose and Trust,2418,,,,,,,,,,
2004-2005,Bishop's University / Université Bi,407,English, Quebec,01. General operating,28595,,,,,,,,,,
2004-2005,Atlantic School of Theology,223,English, Nova Scotia,Total funds,2114,,,,,,,,,,
2004-2005,Atlantic School of Theology,223,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Atlantic School of Theology,223,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2004-2005,Atlantic School of Theology,223,English, Nova Scotia,06. Ancillary,127,,,,,,,,,,
