Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2014-2015,Laurentian University / Université,540,English, Ontario,03. Sponsored Research - Entities Consolidated,18682,,,,,,,,,,
2014-2015,Laurentian University / Université,540,English, Ontario,02. Special Purpose and Trust,8459,,,,,,,,,,
2014-2015,Laurentian University / Université,540,English, Ontario,01. General operating,137478,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,Total funds,170848,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,07. Capital,4109,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,06. Ancillary,17278,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,04. Sponsored Research - Entities Not Consolidated,7392,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,03. Sponsored Research - Entities Consolidated,15218,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,02. Special Purpose and Trust,1895,,,,,,,,,,
2014-2015,Lakehead University,538,English, Ontario,01. General operating,124956,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,Total funds,149084,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,08. Endowment,0,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,07. Capital,4847,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,06. Ancillary,7429,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,03. Sponsored Research - Entities Consolidated,991,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,02. Special Purpose and Trust,1839,,,,,,,,,,
2014-2015,Kwantlen Polytechnic University,988,English, British Columbia,01. General operating,133978,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,Total funds,47352,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,07. Capital,1450,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,06. Ancillary,3366,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,King's University College,533,English, Ontario,01. General operating,42536,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,Total funds,122481,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,08. Endowment,0,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,07. Capital,9189,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,06. Ancillary,190,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,03. Sponsored Research - Entities Consolidated,58471,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Institut national de la recherche s,406,French, Quebec,01. General operating,54631,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,Total funds,21050,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,07. Capital,0,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,06. Ancillary,1895,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,03. Sponsored Research - Entities Consolidated,124,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Huron University College,528,English, Ontario,01. General operating,19031,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,Total funds,2863,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,07. Capital,0,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,06. Ancillary,278,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,02. Special Purpose and Trust,52,,,,,,,,,,
2014-2015,Huntington University,526,English, Ontario,01. General operating,2533,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,Total funds,137551,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,08. Endowment,0,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,07. Capital,-5229,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,06. Ancillary,1139,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,03. Sponsored Research - Entities Consolidated,15306,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,HEC Montréal,424,French, Quebec,01. General operating,126335,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,Total funds,17855,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,07. Capital,447,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,06. Ancillary,100,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,269,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,02. Special Purpose and Trust,119,,,,,,,,,,
2014-2015,First Nations University of Canada,763,English, Saskatchewan,01. General operating,16920,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,Total funds,37913,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,08. Endowment,0,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,07. Capital,7764,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,06. Ancillary,147,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,03. Sponsored Research - Entities Consolidated,1282,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,02. Special Purpose and Trust,748,,,,,,,,,,
2014-2015,Emily Carr University of Art + Desi,989,English, British Columbia,01. General operating,27972,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,Total funds,688895,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,07. Capital,38506,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,06. Ancillary,43210,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,37614,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,107420,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,02. Special Purpose and Trust,18128,,,,,,,,,,
2014-2015,Dalhousie University,232,English, Nova Scotia,01. General operating,444017,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,Total funds,10054,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,07. Capital,1813,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,06. Ancillary,1611,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,02. Special Purpose and Trust,383,,,,,,,,,,
2014-2015,Conrad Grebel University College,512,English, Ontario,01. General operating,6247,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,Total funds,25704,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,08. Endowment,0,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,07. Capital,793,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,06. Ancillary,1573,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,03. Sponsored Research - Entities Consolidated,5,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Concordia University of Edmonton,848,English, Alberta,01. General operating,23333,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,Total funds,566628,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,08. Endowment,0,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,07. Capital,79142,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,06. Ancillary,17881,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,03. Sponsored Research - Entities Consolidated,46379,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,02. Special Purpose and Trust,13112,,,,,,,,,,
2014-2015,Concordia University / Université C,418,English, Quebec,01. General operating,410114,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,Total funds,2182,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,07. Capital,0,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,06. Ancillary,7,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,03. Sponsored Research - Entities Consolidated,7,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Collège Universitaire Dominicain /,513,English, Ontario,01. General operating,2168,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,Total funds,484805,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,07. Capital,21095,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,06. Ancillary,28789,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,03. Sponsored Research - Entities Consolidated,51399,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,02. Special Purpose and Trust,10510,,,,,,,,,,
2014-2015,Carleton University,516,English, Ontario,01. General operating,373012,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,Total funds,62508,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,07. Capital,4069,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,06. Ancillary,3713,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,4232,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,02. Special Purpose and Trust,3560,,,,,,,,,,
2014-2015,Cape Breton University,224,English, Nova Scotia,01. General operating,46934,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,Total funds,6815,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,06. Ancillary,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Campion College,722,English, Saskatchewan,01. General operating,6815,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,Total funds,303199,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,07. Capital,18643,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,06. Ancillary,24740,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,03. Sponsored Research - Entities Consolidated,14300,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,02. Special Purpose and Trust,3873,,,,,,,,,,
2014-2015,Brock University,510,English, Ontario,01. General operating,241643,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,Total funds,22612,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,07. Capital,396,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,06. Ancillary,4378,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Brescia University College,506,English, Ontario,01. General operating,17838,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,Total funds,61484,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,08. Endowment,0,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,07. Capital,2128,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,06. Ancillary,4637,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,03. Sponsored Research - Entities Consolidated,2459,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,02. Special Purpose and Trust,3269,,,,,,,,,,
2014-2015,Brandon University,614,English, Manitoba,01. General operating,48991,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,Total funds,63776,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,08. Endowment,0,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,07. Capital,13838,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,06. Ancillary,8385,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,03. Sponsored Research - Entities Consolidated,1529,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,02. Special Purpose and Trust,2844,,,,,,,,,,
2014-2015,Bishop's University / Université Bi,407,English, Quebec,01. General operating,37180,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,Total funds,3237,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,06. Ancillary,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Atlantic School of Theology,223,English, Nova Scotia,01. General operating,3237,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,Total funds,131780,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,08. Endowment,0,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,07. Capital,0,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,06. Ancillary,9955,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,03. Sponsored Research - Entities Consolidated,3901,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,02. Special Purpose and Trust,1180,,,,,,,,,,
2014-2015,Athabasca University,810,English, Alberta,01. General operating,116744,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,Total funds,37546,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,08. Endowment,0,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,07. Capital,5072,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,06. Ancillary,1963,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,03. Sponsored Research - Entities Consolidated,1018,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,02. Special Purpose and Trust,860,,,,,,,,,,
2014-2015,Algoma University,505,English, Ontario,01. General operating,28633,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,Total funds,93639,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,07. Capital,4011,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,06. Ancillary,10124,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,5866,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,02. Special Purpose and Trust,1829,,,,,,,,,,
2014-2015,Acadia University,221,English, Nova Scotia,01. General operating,71809,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,Total funds,2568,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,06. Ancillary,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,02. Special Purpose and Trust,0,,,,,,,,,,
2014-2015,Acadia Divinity College,218,English, Nova Scotia,01. General operating,2568,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,Total funds,917764,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,07. Capital,79294,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,06. Ancillary,41975,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,124984,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,02. Special Purpose and Trust,146273,,,,,,,,,,
2014-2015,University of Saskatchewan,766,English, Saskatchewan,01. General operating,525238,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,Total funds,13185,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,06. Ancillary,491,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,02. Special Purpose and Trust,139,,,,,,,,,,
2014-2015,St. Thomas More College,760,English, Saskatchewan,01. General operating,12555,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,Total funds,205625,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,07. Capital,18321,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,06. Ancillary,1454,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,03. Sponsored Research - Entities Consolidated,70006,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,02. Special Purpose and Trust,1572,,,,,,,,,,
2013-2014,École polytechnique de Montréal,434,French, Quebec,01. General operating,114272,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,Total funds,35151,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,07. Capital,264,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,06. Ancillary,63,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,03. Sponsored Research - Entities Consolidated,4463,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,02. Special Purpose and Trust,467,,,,,,,,,,
2013-2014,École nationale d'administration pu,430,French, Quebec,01. General operating,29894,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,Total funds,161795,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,08. Endowment,0,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,07. Capital,17197,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,06. Ancillary,9513,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,03. Sponsored Research - Entities Consolidated,25989,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,02. Special Purpose and Trust,3248,,,,,,,,,,
2013-2014,École de technologie supérieure,438,French, Quebec,01. General operating,105848,,,,,,,,,,
2013-2014,York University,598,English, Ontario,Total funds,1001423,,,,,,,,,,
2013-2014,York University,598,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,York University,598,English, Ontario,07. Capital,45804,,,,,,,,,,
2013-2014,York University,598,English, Ontario,06. Ancillary,59985,,,,,,,,,,
2013-2014,York University,598,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,York University,598,English, Ontario,03. Sponsored Research - Entities Consolidated,71493,,,,,,,,,,
2013-2014,York University,598,English, Ontario,02. Special Purpose and Trust,16957,,,,,,,,,,
2013-2014,York University,598,English, Ontario,01. General operating,807184,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,Total funds,340809,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,07. Capital,35687,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,06. Ancillary,43485,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,03. Sponsored Research - Entities Consolidated,9830,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,02. Special Purpose and Trust,14244,,,,,,,,,,
2013-2014,Wilfrid Laurier University,594,English, Ontario,01. General operating,237563,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,Total funds,1104268,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,07. Capital,47085,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,06. Ancillary,119068,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,04. Sponsored Research - Entities Not Consolidated,47189,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,03. Sponsored Research - Entities Consolidated,202637,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,02. Special Purpose and Trust,35349,,,,,,,,,,
2013-2014,Western University,592,English, Ontario,01. General operating,652940,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,Total funds,28238,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,08. Endowment,0,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,07. Capital,0,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,06. Ancillary,11355,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,03. Sponsored Research - Entities Consolidated,63,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,02. Special Purpose and Trust,3285,,,,,,,,,,
2013-2014,Victoria University,588,English, Ontario,01. General operating,13535,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,Total funds,130608,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,08. Endowment,0,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,07. Capital,7134,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,06. Ancillary,7160,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,03. Sponsored Research - Entities Consolidated,1848,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,02. Special Purpose and Trust,6153,,,,,,,,,,
2013-2014,Vancouver Island University,980,English, British Columbia,01. General operating,108313,,,,,,,,,,
